ReviewerName,ReviewTitle,Reviews,Rating
Kathy G.,An excellent addition to streaming,Wouldn’t live without my fire sticks. I own several and I’m never disappointed in the quality,4
Kris Jensen,Great fire stick,Much improved picture quality and stream quality. No more audio delay. Very easy to set up and use. Amazing entertainment value.,4
Kevin R. Van Norman,Smoother,Replaced a dying unit I had before. setup was automatic.  simply. kinda scary nice,4
Merrill,Great buy!,"Everything is good, I got it to be able to watch a variety of things!",4
Mark R. Wietstock,Happy I got this!,I’m glad I got this. I had an older version that wouldn’t turn on my tv. But this one is great! It has all the buttons I need and it have the power and volume button as well. Yay!,4
Dynamic,Not used as yet,Have not used it yet but it is hooked up.Hopefully as good as advertised.,5
Mrs. Sunshine,Turned an old smart tv into a REAL smart TV,"Easy to use and set up, this device turned my old smart TV into a REAL smart TV.  My old TV has limited apps, and no way to add more.  This is a simple solution!It also ADDED many streaming channels, and by adding an antenna, they  allowed me to fully cut the cable cord.  Internet is required for streaming.",3
Gioni,Great Streaming Device!,Love the remote features as long as my kids don’t loose the remote again I am happy!,4
Chuck B,Easy to install,"Since I already have Two other Fire Sticks and one Echo, setting up the new Fire Stick was almost automatic, taking less then a minute. Follow instructions first timers, and you'll be happy with the ease of installation.",4
Lo-Lo,Best Stick I have used,"I have tried them all and this is the best by far. I would love to be able to afford all Cubes but if you dont need all those features that it provides, this is the best thing rolling!",4
Poonam,The best,Good price,4
C. Hubany,Love it,Love this fire stick and it was so inexpensive more than worth the money!!,4
bill underwood,Great product!!!,We cut the cord and now we just stream with the fire stick and saving a ton of money!!,4
Louis ,the best invest for fun,,4
Bubba Liles ,Works well,"This Firestick works well. On rare occasion when streaming, there is buffering but I suspect it's the movie app or my wifi, not the Firestick. I rarely use Alexa but I believe it works fine. A good deal.",4
Merrill,Works perfect.,Great product.,4
Mark R. Wietstock,Thank you,Thank you,4
Pappy,Does more than expected.,I get more out of this than subscription tv. Will buy another at least.,4
INA ORECCHIO,Fire stick 4k,A little slower than my 4k max but overall does the Job ....came quickly,5
William Porter,Upgrade if you are thinking about it,I had the old old original fire stick. And I had a feeling that I needed to upgrade. My streaming was SUPER slow I had to unplug and plug back in the stick constantly to have quality picture. I thought maybe it was my 5G home internet issue. But something told me I should try upgrading the stick first. Voila problem solved 200%,3
CQ,"Es genial, muy rápido, excelente dispositivo","Funciona perfectamente, mandos y búsqueda por voz, integración con Alexa sin ningún problema",4
Dianne Frye,"I just purchased, but I am very happy so far!","Confusion about what my first bill will be, not sure I'm doing when it wants a subscription to it,wish I just knew if I'm exactly  being charged the package only ,just making sure if my bill stays the same each month 🤔",4
"George Harris, Jr",Easy to use after setup,Waited 3 weeks after purchase to install it for my husband to watch football. Am still learning how to use the others apps. Bit of learning curve on how the remote works. But proud of being able to successfully  figure it out.,4
Person,Very nice quality,I like this product for streaming programs.  I can't think of anything that I dislike it for.,4
Biggs,Works great and has an amazing picture quality,"The Fire TV stick works well and provides a better picture quality than we were getting from cable.  The Amazon Prime menu takes a little getting used to, but the streaming of shows is working well.",4
grace,Can’t tell I’m streaming so smooth.,Great assortment to choose from. Pretty much like Direct tv only WAY cheaper.,4
steve,Easy to set up,It was very easy to set up and the price was awesome to.,4
Merrill,Good,I just wish i was givin the 3rd new firestick because i previously purchased 3 but was only compensated with full tefund for 2 of them .But the 2 i have so far are working good,4
Mark R. Wietstock,Perfect,Perfect,4
TZ990411,Much better than my old one!,There streaming is much faster with the 4k over our old fire stick!,4
Juan caceda,Great!!,Excellent,4
Warren L. Williams,La unidad que te da este aparato,Me encanta 😊 me convirtió mi tv regular en un Smart TV,4
STEVEN M.,I think this is the best streaming device.,"Very user friendly, high-quality and a very low price given these factors.",5
John Roskilly,Excellent,Love the auto interface with my other fire sticks and installed apps,3
steelerfan,Love this unit,"We had been using an older Roku device that was acting up and was lower resolution.  Got this device on special sale and love it.  Really like the 4k quality, the fact the remote controls the unit, our LG TV and Onkyo surround-sound.  Connecting/sync'ing was a breeze.  Also like all the options under Settings including increasing your privacy if you don't particularly want the world knowing exactly what you watch. Note that we do NOT have Alexa (circle back to us not wanting the world listening/knowing what we watch, now add to that the entire world knowing every word being said whether you want that or not) so can't speak to the interface with that (""Asian country"") made spy device.We most definitely recommend this unit.",4
WILLIAM M.,Great,I just hope it continues working as well as it does...love it,4
Amazon Customer,Works great as everyone already knows BUT DONT PAY FULL PRICE BC IT GOES ON SALE OFTEN,Works great as everyone already knows BUT DONT PAY FULL PRICE BC IT GOES ON SALE OFTEN,4
Ricardo,Works great,Stream quality is good. I don’t use voice recognition or Alexa integration.,4
Rick,Nicely designed unit!,Nice unit.  It's useful to unplug the power for 30 seconds every week or so to clear the temporary memories.  Can fix a number of probems with slow speed reception.  I don't use the voice recognition option.,4
Merrill,Better picture,Made the switch from Satellite to Hulu.  Thought about getting another TV because we felt the picture wasn’t very good but with the new 4K Firestick picture is much improved.  Very satisfied,4
Mark R. Wietstock,Fire stick worked great to stream. We do not have smart tv’s,Wanted to stream our tv’s and get rid of cable.  Thought we would have to purchase new smart tv’s. The fire stick enabled us to stream without having to buy new tv’s,4
