ReviewerName,ReviewTitle,Reviews,Rating
Marvin E Lanning,Easy to setup and use,"This device is very simple to set up and use. The voice recognition doesn’t always take me where I want to go but that could be me. I wish there was a keyboard on the back of the remote instead of having t scroll and click through usernames, passwords, or show/movie titles.",5
Amazon Customer,One of my favorite devices,"The fire stick does it all! Can't live without it! It has live tv, you can get all the apps you need, and it even has a web browser where I also steam from places that don't have apps.",3
Kevin Rice,Excellent product,I love it works very well,5
Maddog88,Fire stick great Alexa please shut up after a while,The Alexa voice can drive you crazy after a time and is nearly impossible to turn off even after support I tried for hours unsuccessfully. The only way I succeeded is to hit mute and it will not voice back but yet follows commands.,5
Alex R.,A total pleasure to use.,"I believe it is the best. I like that one can connect a bluetooth heasphones directly to the stick, leaving the TV bluetooth for other purposes.",5
pat c,"My remote doesn't work , so I got a replacement remote","My remote stopped working in only 2months.  Tryed to get a replacement but , no one could help me !!!!!!",5
Lisa Romero,Easy to use,I like that is easy to use and is comfortable in your hand + very reliable.,5
Cajun,So glad I have the Fire Stick.,I like the Fire Stick. I only wish it would light up. It’s very hard to see the buttons on the remote while lying in bed.,5
cat1,Excellent product!,Was easy to set up and saves me $ monthly.  Very happy I made the switch to Firestick HD.,4
Andrew L.,Great!,Watching television,5
Merrill,Compact and easy to operate,I like using this very much it replaces my cable TV,5
Mark R. Wietstock,Fire tv,Muy bueno,5
Wascar Tejeda,Work as advertised,,4
Toni Duran,Fire stick,Love it.,5
Susan,Works better and quicker then previous model,"I have replaced my 2nd generation Amazon Fire stick with this one 4K 3rd generation. Definitely works better, loads quicker, more responsive, better picture quality.",3
Big Dave ,"With all of the streaming devices I have tried, the Fire stick was the easiest to set up and use.","Difficult to fully review, I have not used it enough yet to give true evaluation, but so far very pleased.",5
sam m.,Amazing,love it,5
Bob DeLaRosa,The best,The best,5
Stacy,Excelencia,"Si, es muy  interactivo",4
Elizabeth Schindler,No responde todos los comandos con Alexa,Excelente solo un pero No responde todos los comandos con Alexa,5
DS,Great,Great entertainment,5
kdb,Liked it,Good product,5
Merrill,Very clean and easy to use,TV streaming,5
Mark R. Wietstock,It works perfectly!,Stream quality,5
Teresa Johnson,Great Buy,Worth it!,5
C Olsen,Very good,More options,4
Narvella Nichols,Love the new design,Works wonderful and very durable,5
Ross Bishop,Works great,Best streaming device for the money! Streams faster and smooth! 4k movies are theater quality,3
Cynthia Foster,Love It !!,"I Jail Broke It And It Works Great , I Have All The Movies And TVs Thats Out Rn",5
Amy M. Long,Perfecto,Lo mejor dispositivos de streaming,5
Tammy,there is more to watch with Fire TV Stick,it is easy to use and expands your viewing options,5
Krish,Best Fire stick yet.,This replaced an older fire stick and I'm glad I upgraded. It's way faster they my old one and the picture quality is great.,5
M. R. Sugg,Easy setup,I have never had a problem with my fire stocks. I got this one because my sound bar remote does and this controls it,5
Jim Parker,Excelente,Excelente 👌,5
Merrill,I am enjoying it very much!,I'm getting great streaming of everything I watch and the Alexa remote is so nice to have and easy to use.  Love it!,5
Mark R. Wietstock,Actually Free,"We were totally sick of paying 100 plus dollars a month for cable TV for years. I was very skeptical about these new steaming sticks. We had the FireStick on sale at work for 39 dollars and I had an employee discount so I said what the hell and bought one. I love it! Super easy to install. Plug it in and do what it tells you. Could not be easier and it worked. You download a bunch of Apps and then you have access to a massive amount of free movies and television shows. I was totally surprised. You do have to have an Amazon account which if you order anything from Amazon you should have anyway. I also have really good internet service from Xfinity and haven't seen any problems with shows lagging or buffering. I don't know how a slow internet will work with this. The Alexa button is pretty neat also. She actually listens and makes an attempt to do what you ask. Also all kinds of news channels, even a local news app. The non liberal news channels are available which is a requirement for me. One thing I noticed is whenever you download a free app you get a bill statement for zero dollars from Amazon. I always find statements that look like bills to be frightening. However everything has been totally free and they make it clear if it isn't. In conclusion, I would say there is a definite learning curve but this thing is 100 million times better than cable and 100 million times cheaper. I totally recommend it. The only thing you need to investigate is how good does your internet need to be. Great job by Amazon!",4
Shirley Parks,Great streaming,"Bought 2, in living room and guest bedroom. No complaints so far. Great streaming and selection of free TV.",5
Gary Hemelt,"The only tv device I use, and the best!","I cut the cord a long time ago. I have Netflix, fee movie apps, Peacock, Sling for fee local TV. It's all I need.",5
Christopher,Excelente,Excelente,4
Laura Lisa Signorile,Like,Like,5
Lawrence Dombrowski,Great for the extra TV in the camper,"We bought this for the TV in the camper. It easily installs, syncs to wi-fi easily and the voice commands work well.  Easy to use. Highly recommend.",3
Michele C,Love,Love,5
Glen Brown,Second Fire Stick,My second Fire Stick,4
Gaby Dorcil,Perfect,Thanks,5
Deborah Carter,Easy use,"It tracks well and keeps your place across all devices in the house, TVs, tablets, laptops, & phones.",5
K. Moore,I love this item. Thank you!!,I love this it cuts out my DIRECTV and fortunately my Internet is fast and cheap. Thank you!!,5
Merrill,Great,Like,5
Mark R. Wietstock,The best,N/a,5
JAD,Works better than TV remote,"Works well, faster than standard TV remote.",5
Rjtl123,Great price,Works great easy to set up,5
Billjr,Cheaper than cable tv,Cheaper than cable tv,4
Sandra Fuller,Easy connection,The device easily connects to the TV. It has multiple apps which is what I love about it overall I liked it.,4
Doral Moss,Easy to install,Price,5
Nss,firestick,"I had one saw this one is 4k and on sale, so I bought it. Works great",3
Tyriece Davis,Buen precio,No puedo conectar mi iPhone al equipo,5
Pat,Love it,Works great I love it! Definitely recommend especially if you like Alexa,5
Buttercup,"Nice picture quality, apps just a klick away","Nice picture quality, apps a klick away",5
Joe Doe,Great,I love everything about it except the fact that it doesn't recognize my voice in different languages.,5
Merrill,Works faster than old Firesticks.,This version of the firestick has quicker access to streaming channels.  Like the additional controls provided.,5
Mark R. Wietstock,Good Product from Amazon,I really liked the features and design of 4K max. But little bit disappointed with video quality. It says 4k max but doesn’t look give picture quality as much as Sony Bravia Oled tv gives. But I am okay and happy with it.,5
designman63,As expected,"The Fire stick works as expected, except that my picture is more washed out than when I'm watching cable. Not sure if it's inherent in the Fire stick or the interface with my ""smart"" TV.",5
